kod_cast,radon,populace,okres,kraj
090026,1.0,633.0,Mladá Boleslav,Středočeský kraj
402664,1.0,21.0,Mladá Boleslav,Středočeský kraj
401935,2.0,6835.0,Beroun,Středočeský kraj
107409,1.0,714.0,Beroun,Středočeský kraj
076864,1.0,632.0,Beroun,Středočeský kraj
104680,1.0,1368.0,Beroun,Středočeský kraj
196941,2.0,798.0,Kladno,Středočeský kraj
190772,2.0,494.0,Beroun,Středočeský kraj
079049,2.0,2046.0,Kladno,Středočeský kraj
143065,2.0,482.0,Beroun,Středočeský kraj
068641,2.0,2323.0,Beroun,Středočeský kraj
150703,1.0,119.0,Nymburk,Středočeský kraj
155551,1.0,491.0,Kladno,Středočeský kraj
155560,1.0,4423.0,Kladno,Středočeský kraj
112844,1.0,818.0,Beroun,Středočeský kraj
197661,1.0,295.0,Beroun,Středočeský kraj
116718,1.0,492.0,Beroun,Středočeský kraj
042501,1.0,37.0,Mladá Boleslav,Středočeský kraj
012874,1.0,977.0,Beroun,Středočeský kraj
032603,2.0,773.0,Beroun,Středočeský kraj
170747,2.0,256.0,Beroun,Středočeský kraj
124036,2.0,648.0,Beroun,Středočeský kraj
187976,1.0,269.0,Mělník,Středočeský kraj
097926,1.0,96.0,Rakovník,Středočeský kraj
162604,1.0,30.0,Rakovník,Středočeský kraj
107271,1.0,156.0,Rakovník,Středočeský kraj
092398,1.0,540.0,Mladá Boleslav,Středočeský kraj
136964,1.0,123.0,Rakovník,Středočeský kraj
162612,1.0,86.0,Rakovník,Středočeský kraj
149110,1.0,38.0,Rakovník,Středočeský kraj
148792,2.0,153.0,Rakovník,Středočeský kraj
195073,2.0,30.0,Rakovník,Středočeský kraj
048925,2.0,48.0,Rakovník,Středočeský kraj
089371,2.0,1928.0,Rakovník,Středočeský kraj
106887,1.0,29.0,Rakovník,Středočeský kraj
174025,1.0,28.0,Rakovník,Středočeský kraj
149250,1.0,338.0,Rakovník,Středočeský kraj
079065,2.0,183.0,Kladno,Středočeský kraj
028193,2.0,1712.0,Kladno,Středočeský kraj
086479,2.0,95.0,Beroun,Středočeský kraj
160814,1.0,39.0,Rakovník,Středočeský kraj
072362,1.0,48.0,Rakovník,Středočeský kraj
072371,1.0,24.0,Rakovník,Středočeský kraj
106747,1.0,5488.0,Rakovník,Středočeský kraj
104370,1.0,97.0,Rakovník,Středočeský kraj
148954,1.0,131.0,Rakovník,Středočeský kraj
141917,1.0,106.0,Rakovník,Středočeský kraj
178250,1.0,267.0,Rakovník,Středočeský kraj
051454,1.0,57.0,Rakovník,Středočeský kraj
062316,1.0,12.0,Rakovník,Středočeský kraj
149241,1.0,11.0,Rakovník,Středočeský kraj
097918,1.0,33.0,Rakovník,Středočeský kraj
110205,2.0,559.0,Rakovník,Středočeský kraj
075256,2.0,437.0,Rakovník,Středočeský kraj
076384,2.0,35.0,Rakovník,Středočeský kraj
100412,2.0,65.0,Rakovník,Středočeský kraj
054038,1.0,55.0,Rakovník,Středočeský kraj
079219,1.0,118.0,Rakovník,Středočeský kraj
187496,1.0,316.0,Rakovník,Středočeský kraj
048917,2.0,26.0,Rakovník,Středočeský kraj
047597,1.0,69.0,Rakovník,Středočeský kraj
153575,1.0,1504.0,Domažlice,Plzeňský kraj
078336,1.0,425.0,Plzeň-jih,Plzeňský kraj
198714,1.0,1302.0,Domažlice,Plzeňský kraj
041556,1.0,4902.0,Plzeň-jih,Plzeňský kraj
015946,1.0,95.0,Plzeň-jih,Plzeňský kraj
119954,1.0,75.0,Domažlice,Plzeňský kraj
061298,1.0,62.0,Mladá Boleslav,Středočeský kraj
087262,1.0,41.0,Mladá Boleslav,Středočeský kraj
402761,1.0,9.0,Mladá Boleslav,Středočeský kraj
069671,1.0,77.0,Mladá Boleslav,Středočeský kraj
087238,1.0,210.0,Mladá Boleslav,Středočeský kraj
087271,1.0,320.0,Mladá Boleslav,Středočeský kraj
124184,1.0,22.0,Mladá Boleslav,Středočeský kraj
031861,1.0,9.0,Mladá Boleslav,Středočeský kraj
106763,2.0,218.0,Rakovník,Středočeský kraj
145386,2.0,1403.0,Rakovník,Středočeský kraj
142557,2.0,1013.0,Rakovník,Středočeský kraj
402770,1.0,6361.0,Mladá Boleslav,Středočeský kraj
061310,1.0,96.0,Mladá Boleslav,Středočeský kraj
195006,1.0,94.0,Mladá Boleslav,Středočeský kraj
402524,1.0,5.0,Mělník,Středočeský kraj
181676,1.0,30.0,Mělník,Středočeský kraj
181668,1.0,13.0,Mělník,Středočeský kraj
027731,1.0,45.0,Mělník,Středočeský kraj
103284,1.0,145.0,Mladá Boleslav,Středočeský kraj
026760,1.0,264.0,Mladá Boleslav,Středočeský kraj
014044,1.0,194.0,Mladá Boleslav,Středočeský kraj
014028,1.0,35.0,Mladá Boleslav,Středočeský kraj
028142,1.0,178.0,Mladá Boleslav,Středočeský kraj
195031,1.0,87.0,Mladá Boleslav,Středočeský kraj
009521,1.0,41.0,Mladá Boleslav,Středočeský kraj
054241,1.0,176.0,Nymburk,Středočeský kraj
134678,1.0,111.0,Mladá Boleslav,Středočeský kraj
112861,1.0,24.0,Nymburk,Středočeský kraj
112879,1.0,49.0,Nymburk,Středočeský kraj
189821,1.0,390.0,Nymburk,Středočeský kraj
180505,1.0,667.0,Mladá Boleslav,Středočeský kraj
008290,1.0,149.0,Mladá Boleslav,Středočeský kraj
124168,1.0,597.0,Mladá Boleslav,Středočeský kraj
067059,1.0,1278.0,Mladá Boleslav,Středočeský kraj
402745,1.0,61.0,Mladá Boleslav,Středočeský kraj
187950,1.0,136.0,Mělník,Středočeský kraj
402648,1.0,0.0,Mladá Boleslav,Středočeský kraj
069353,1.0,101.0,Mladá Boleslav,Středočeský kraj
026387,1.0,450.0,Mladá Boleslav,Středočeský kraj
069361,1.0,77.0,Mladá Boleslav,Středočeský kraj
067041,1.0,44.0,Mladá Boleslav,Středočeský kraj
108782,1.0,70.0,Mladá Boleslav,Středočeský kraj
108791,1.0,174.0,Mladá Boleslav,Středočeský kraj
003824,1.0,948.0,Mladá Boleslav,Středočeský kraj
053236,1.0,1105.0,Mladá Boleslav,Středočeský kraj
061450,1.0,354.0,Mladá Boleslav,Středočeský kraj
152676,1.0,332.0,Mladá Boleslav,Středočeský kraj
158089,1.0,213.0,Mladá Boleslav,Středočeský kraj
402711,1.0,290.0,Mladá Boleslav,Středočeský kraj
075051,1.0,101.0,Mladá Boleslav,Středočeský kraj
150681,1.0,60.0,Nymburk,Středočeský kraj
067466,1.0,154.0,Mladá Boleslav,Středočeský kraj
180483,1.0,162.0,Mladá Boleslav,Středočeský kraj
083895,1.0,209.0,Mladá Boleslav,Středočeský kraj
073661,1.0,123.0,Mladá Boleslav,Středočeský kraj
073679,1.0,192.0,Mladá Boleslav,Středočeský kraj
141119,1.0,14.0,Mladá Boleslav,Středočeský kraj
141127,1.0,139.0,Mladá Boleslav,Středočeský kraj
182320,1.0,266.0,Mladá Boleslav,Středočeský kraj
156876,1.0,200.0,Mladá Boleslav,Středočeský kraj
146668,1.0,238.0,Mladá Boleslav,Středočeský kraj
075043,1.0,314.0,Mladá Boleslav,Středočeský kraj
016152,1.0,562.0,Mladá Boleslav,Středočeský kraj
030155,1.0,309.0,Mladá Boleslav,Středočeský kraj
119555,1.0,87.0,Mladá Boleslav,Středočeský kraj
030163,1.0,53.0,Mladá Boleslav,Středočeský kraj
044113,1.0,329.0,Mladá Boleslav,Středočeský kraj
074811,1.0,86.0,Mladá Boleslav,Středočeský kraj
067733,1.0,474.0,Mladá Boleslav,Středočeský kraj
179396,1.0,8.0,Mladá Boleslav,Středočeský kraj
007463,1.0,130.0,Mladá Boleslav,Středočeský kraj
187968,1.0,286.0,Mělník,Středočeský kraj
081477,1.0,31.0,Mladá Boleslav,Středočeský kraj
196347,1.0,96.0,Mělník,Středočeský kraj
187925,1.0,141.0,Mělník,Středočeský kraj
197351,1.0,133.0,Mělník,Středočeský kraj
159352,1.0,311.0,Mladá Boleslav,Středočeský kraj
159344,1.0,69.0,Mladá Boleslav,Středočeský kraj
140414,1.0,259.0,Mladá Boleslav,Středočeský kraj
028738,1.0,2236.0,Mladá Boleslav,Středočeský kraj
145815,1.0,79.0,Mladá Boleslav,Středočeský kraj
001511,1.0,72.0,Mladá Boleslav,Středočeský kraj
145823,1.0,54.0,Mladá Boleslav,Středočeský kraj
402893,1.0,129.0,Mladá Boleslav,Středočeský kraj
031372,1.0,154.0,Mladá Boleslav,Středočeský kraj
104591,1.0,167.0,Mladá Boleslav,Středočeský kraj
104604,1.0,37.0,Mladá Boleslav,Středočeský kraj
156141,1.0,125.0,Mělník,Středočeský kraj
045349,1.0,126.0,Mělník,Středočeský kraj
108774,1.0,60.0,Mladá Boleslav,Středočeský kraj
187941,1.0,64.0,Mělník,Středočeský kraj
067989,1.0,55.0,Mělník,Středočeský kraj
089290,1.0,1347.0,Mělník,Středočeský kraj
190632,1.0,304.0,Mělník,Středočeský kraj
402494,1.0,42.0,Mělník,Středočeský kraj
190624,1.0,89.0,Mělník,Středočeský kraj
179566,1.0,736.0,Mělník,Středočeský kraj
045357,1.0,21.0,Mělník,Středočeský kraj
179558,1.0,202.0,Mělník,Středočeský kraj
066761,1.0,208.0,Mělník,Středočeský kraj
066753,1.0,292.0,Mělník,Středočeský kraj
193321,1.0,125.0,Kladno,Středočeský kraj
117391,1.0,222.0,Kladno,Středočeský kraj
057649,1.0,278.0,Kladno,Středočeský kraj
088935,1.0,50.0,Kladno,Středočeský kraj
045110,2.0,249.0,Kladno,Středočeský kraj
078034,2.0,114.0,Kladno,Středočeský kraj
126861,2.0,329.0,Kladno,Středočeský kraj
045128,2.0,132.0,Kladno,Středočeský kraj
016489,1.0,116.0,Mělník,Středočeský kraj
045331,1.0,431.0,Mělník,Středočeský kraj
089281,1.0,76.0,Mělník,Středočeský kraj
402427,2.0,5715.0,Mělník,Středočeský kraj
111031,2.0,562.0,Mělník,Středočeský kraj
106593,2.0,264.0,Mělník,Středočeský kraj
192791,2.0,602.0,Mělník,Středočeský kraj
066206,1.0,563.0,Praha-východ,Středočeský kraj
108995,1.0,5204.0,Praha-východ,Středočeský kraj
102776,1.0,44.0,Mělník,Středočeský kraj
106607,1.0,157.0,Mělník,Středočeský kraj
106585,1.0,149.0,Mělník,Středočeský kraj
095192,1.0,3004.0,Nymburk,Středočeský kraj
103993,1.0,75.0,Mělník,Středočeský kraj
403008,1.0,12992.0,Praha-východ,Středočeský kraj
175871,1.0,0.0,Mělník,Středočeský kraj
028321,1.0,860.0,Mělník,Středočeský kraj
126209,1.0,1817.0,Mělník,Středočeský kraj
066427,2.0,574.0,Kladno,Středočeský kraj
079693,1.0,675.0,Mělník,Středočeský kraj
187453,1.0,398.0,Mělník,Středočeský kraj
055361,1.0,539.0,Mělník,Středočeský kraj
009784,1.0,102.0,Praha-východ,Středočeský kraj
058491,1.0,1432.0,Praha-východ,Středočeský kraj
002062,1.0,335.0,Nymburk,Středočeský kraj
153796,1.0,72.0,Nymburk,Středočeský kraj
049689,1.0,1375.0,Praha-východ,Středočeský kraj
070513,1.0,501.0,Praha-východ,Středočeský kraj
104001,1.0,93.0,Mělník,Středočeský kraj
102768,1.0,204.0,Mělník,Středočeský kraj
098060,1.0,1297.0,Praha-východ,Středočeský kraj
105392,1.0,416.0,Mělník,Středočeský kraj
100111,1.0,1464.0,Praha-východ,Středočeský kraj
167851,1.0,1460.0,Praha-východ,Středočeský kraj
001121,1.0,2989.0,Praha-východ,Středočeský kraj
403032,1.0,242.0,Praha-východ,Středočeský kraj
072001,2.0,472.0,Mělník,Středočeský kraj
402923,1.0,7962.0,Nymburk,Středočeský kraj
032930,1.0,874.0,Praha-východ,Středočeský kraj
105414,1.0,1517.0,Praha-východ,Středočeský kraj
184365,1.0,382.0,Praha-východ,Středočeský kraj
150754,1.0,724.0,Praha-východ,Středočeský kraj
146676,1.0,482.0,Praha-východ,Středočeský kraj
177741,1.0,555.0,Praha-východ,Středočeský kraj
134201,1.0,1292.0,Praha-východ,Středočeský kraj
184357,1.0,407.0,Praha-východ,Středočeský kraj
124141,1.0,631.0,Praha-východ,Středočeský kraj
138240,1.0,1166.0,Praha-východ,Středočeský kraj
158895,1.0,518.0,Praha-východ,Středočeský kraj
135305,1.0,2247.0,Praha-východ,Středočeský kraj
193348,1.0,1202.0,Praha-východ,Středočeský kraj
177962,1.0,390.0,Praha-východ,Středočeský kraj
125211,1.0,472.0,Praha-východ,Středočeský kraj
015741,1.0,110.0,Mělník,Středočeský kraj
184501,1.0,72.0,Mělník,Středočeský kraj
184519,1.0,49.0,Mělník,Středočeský kraj
117552,1.0,673.0,Praha-východ,Středočeský kraj
177750,1.0,1317.0,Praha-východ,Středočeský kraj
181129,1.0,645.0,Praha-východ,Středočeský kraj
016608,2.0,67.0,Kladno,Středočeský kraj
083470,2.0,373.0,Kladno,Středočeský kraj
016616,1.0,556.0,Kladno,Středočeský kraj
084913,1.0,106.0,Kladno,Středočeský kraj
185981,1.0,202.0,Kladno,Středočeský kraj
134554,2.0,401.0,Kladno,Středočeský kraj
078379,2.0,88.0,Kladno,Středočeský kraj
121819,2.0,195.0,Kladno,Středočeský kraj
066435,2.0,125.0,Kladno,Středočeský kraj
078042,2.0,154.0,Kladno,Středočeský kraj
001228,2.0,75.0,Rakovník,Středočeský kraj
062278,2.0,115.0,Rakovník,Středočeský kraj
095249,2.0,194.0,Rakovník,Středočeský kraj
196461,1.0,381.0,Mladá Boleslav,Středočeský kraj
079626,1.0,386.0,Mladá Boleslav,Středočeský kraj
184527,1.0,640.0,Mělník,Středočeský kraj
033081,1.0,465.0,Mělník,Středočeský kraj
174017,1.0,129.0,Mělník,Středočeský kraj
023973,2.0,1.0,Rakovník,Středočeský kraj
192341,2.0,11.0,Rakovník,Středočeský kraj
187470,1.0,99.0,Rakovník,Středočeský kraj
167355,1.0,702.0,Mělník,Středočeský kraj
117595,1.0,273.0,Rakovník,Středočeský kraj
191248,1.0,356.0,Rakovník,Středočeský kraj
118320,1.0,691.0,Rakovník,Středočeský kraj
050199,1.0,98.0,Rakovník,Středočeský kraj
195081,1.0,102.0,Rakovník,Středočeský kraj
045101,2.0,399.0,Rakovník,Středočeský kraj
147419,2.0,239.0,Rakovník,Středočeský kraj
147516,2.0,142.0,Rakovník,Středočeský kraj
147524,2.0,957.0,Rakovník,Středočeský kraj
103829,2.0,445.0,Rakovník,Středočeský kraj
145319,2.0,96.0,Rakovník,Středočeský kraj
180815,1.0,130.0,Mladá Boleslav,Středočeský kraj
014877,1.0,121.0,Rakovník,Středočeský kraj
023965,1.0,716.0,Rakovník,Středočeský kraj
095125,2.0,220.0,Rakovník,Středočeský kraj
403695,2.0,871.0,Rakovník,Středočeský kraj
403709,2.0,14502.0,Rakovník,Středočeský kraj
025453,2.0,77.0,Rakovník,Středočeský kraj
172456,1.0,50.0,Rakovník,Středočeský kraj
072338,1.0,136.0,Rakovník,Středočeský kraj
031968,1.0,36.0,Rakovník,Středočeský kraj
162591,1.0,40.0,Rakovník,Středočeský kraj
090981,1.0,90.0,Rakovník,Středočeský kraj
095133,1.0,66.0,Rakovník,Středočeský kraj
056871,1.0,140.0,Rakovník,Středočeský kraj
051446,1.0,137.0,Rakovník,Středočeský kraj
050202,1.0,46.0,Rakovník,Středočeský kraj
053112,2.0,15.0,Rakovník,Středočeský kraj
054020,2.0,578.0,Rakovník,Středočeský kraj
164569,2.0,43.0,Rakovník,Středočeský kraj
136557,2.0,266.0,Rakovník,Středočeský kraj
161951,2.0,522.0,Rakovník,Středočeský kraj
071897,2.0,96.0,Rakovník,Středočeský kraj
176052,2.0,70.0,Rakovník,Středočeský kraj
025445,2.0,42.0,Rakovník,Středočeský kraj
161195,2.0,62.0,Rakovník,Středočeský kraj
135828,2.0,206.0,Rakovník,Středočeský kraj
053121,2.0,39.0,Rakovník,Středočeský kraj
058696,2.0,1497.0,Rakovník,Středočeský kraj
045861,2.0,123.0,Rakovník,Středočeský kraj
119920,2.0,275.0,Rakovník,Středočeský kraj
031984,2.0,24.0,Rakovník,Středočeský kraj
058700,2.0,22.0,Rakovník,Středočeský kraj
195065,3.0,32.0,Rakovník,Středočeský kraj
173509,1.0,380.0,Kladno,Středočeský kraj
179922,1.0,13.0,Kladno,Středočeský kraj
020656,1.0,188.0,Kladno,Středočeský kraj
403725,2.0,18.0,Rakovník,Středočeský kraj
161187,2.0,298.0,Rakovník,Středočeský kraj
088005,2.0,1027.0,Rakovník,Středočeský kraj
187488,1.0,1567.0,Mělník,Středočeský kraj
136379,1.0,775.0,Mělník,Středočeský kraj
117102,1.0,308.0,Mělník,Středočeský kraj
117111,1.0,496.0,Mělník,Středočeský kraj
167347,1.0,1168.0,Mělník,Středočeský kraj
167363,1.0,660.0,Mělník,Středočeský kraj
018775,1.0,669.0,Mělník,Středočeský kraj
152161,1.0,572.0,Mladá Boleslav,Středočeský kraj
148369,1.0,216.0,Mladá Boleslav,Středočeský kraj
091448,1.0,449.0,Mělník,Středočeský kraj
103667,1.0,813.0,Mělník,Středočeský kraj
148377,1.0,157.0,Mladá Boleslav,Středočeský kraj
103675,1.0,620.0,Mělník,Středočeský kraj
070874,1.0,69.0,Nymburk,Středočeský kraj
070173,1.0,3714.0,Mělník,Středočeský kraj
148385,1.0,354.0,Mladá Boleslav,Středočeský kraj
061034,1.0,538.0,Mělník,Středočeský kraj
054437,1.0,159.0,Kladno,Středočeský kraj
179965,2.0,2592.0,Kladno,Středočeský kraj
124958,2.0,254.0,Rakovník,Středočeský kraj
086908,2.0,61.0,Kladno,Středočeský kraj
048968,2.0,112.0,Kladno,Středočeský kraj
152897,2.0,314.0,Rakovník,Středočeský kraj
135054,2.0,69.0,Rakovník,Středočeský kraj
187101,1.0,347.0,Mladá Boleslav,Středočeský kraj
061433,1.0,229.0,Nymburk,Středočeský kraj
061425,1.0,146.0,Nymburk,Středočeský kraj
089109,1.0,1001.0,Mladá Boleslav,Středočeský kraj
402818,1.0,327.0,Mladá Boleslav,Středočeský kraj
084247,1.0,346.0,Mladá Boleslav,Středočeský kraj
018198,1.0,552.0,Mladá Boleslav,Středočeský kraj
086932,1.0,860.0,Nymburk,Středočeský kraj
086941,1.0,431.0,Nymburk,Středočeský kraj
070831,1.0,188.0,Nymburk,Středočeský kraj
009628,1.0,91.0,Mladá Boleslav,Středočeský kraj
079782,1.0,31.0,Nymburk,Středočeský kraj
402982,1.0,88.0,Nymburk,Středočeský kraj
040207,2.0,198.0,Kladno,Středočeský kraj
173592,1.0,75.0,Mladá Boleslav,Středočeský kraj
157091,1.0,329.0,Mladá Boleslav,Středočeský kraj
086967,1.0,16.0,Nymburk,Středočeský kraj
140058,1.0,238.0,Mladá Boleslav,Středočeský kraj
086959,1.0,81.0,Nymburk,Středočeský kraj
184004,1.0,11.0,Mladá Boleslav,Středočeský kraj
092517,1.0,86.0,Nymburk,Středočeský kraj
055867,1.0,468.0,Mladá Boleslav,Středočeský kraj
179957,1.0,243.0,Kladno,Středočeský kraj
402532,1.0,2421.0,Mělník,Středočeský kraj
048941,2.0,571.0,Rakovník,Středočeský kraj
100421,2.0,701.0,Rakovník,Středočeský kraj
145785,2.0,359.0,Kladno,Středočeský kraj
090956,1.0,125.0,Kladno,Středočeský kraj
058106,2.0,441.0,Kladno,Středočeský kraj
402052,2.0,24.0,Kladno,Středočeský kraj
173584,1.0,109.0,Mladá Boleslav,Středočeský kraj
054798,1.0,218.0,Mladá Boleslav,Středočeský kraj
184012,1.0,418.0,Mladá Boleslav,Středočeský kraj
068098,2.0,135.0,Rakovník,Středočeský kraj
025437,2.0,93.0,Rakovník,Středočeský kraj
092347,1.0,402.0,Nymburk,Středočeský kraj
149527,1.0,77.0,Kladno,Středočeský kraj
150843,1.0,1936.0,Kladno,Středočeský kraj
307165,2.0,790.0,Kladno,Středočeský kraj
048038,2.0,516.0,Kladno,Středočeský kraj
100234,1.0,874.0,Rakovník,Středočeský kraj
067181,2.0,570.0,Kladno,Středočeský kraj
123986,2.0,342.0,Kladno,Středočeský kraj
067857,3.0,811.0,Mělník,Středočeský kraj
041467,1.0,1534.0,Praha-západ,Středočeský kraj
101010,2.0,22.0,Benešov,Středočeský kraj
119814,2.0,27.0,Benešov,Středočeský kraj
087360,2.0,38.0,Benešov,Středočeský kraj
068136,2.0,50.0,Rakovník,Středočeský kraj
045497,2.0,276.0,Rakovník,Středočeský kraj
045489,2.0,84.0,Rakovník,Středočeský kraj
076601,2.0,2.0,Benešov,Středočeský kraj
149942,2.0,35.0,Benešov,Středočeský kraj
104256,2.0,44.0,Benešov,Středočeský kraj
101001,2.0,36.0,Benešov,Středočeský kraj
197483,1.0,864.0,Kolín,Středočeský kraj
132985,2.0,37.0,Benešov,Středočeský kraj
094871,2.0,67.0,Benešov,Středočeský kraj
149951,2.0,33.0,Benešov,Středočeský kraj
021164,2.0,62.0,Benešov,Středočeský kraj
133027,2.0,42.0,Benešov,Středočeský kraj
060950,2.0,18.0,Benešov,Středočeský kraj
101443,2.0,10.0,Benešov,Středočeský kraj
093858,2.0,21.0,Benešov,Středočeský kraj
020168,2.0,46.0,Benešov,Středočeský kraj
086495,2.0,164.0,Benešov,Středočeský kraj
059137,2.0,57.0,Benešov,Středočeský kraj
093840,2.0,99.0,Benešov,Středočeský kraj
401285,2.0,9.0,Benešov,Středočeský kraj
076589,2.0,39.0,Benešov,Středočeský kraj
401773,2.0,6.0,Benešov,Středočeský kraj
401765,2.0,6.0,Benešov,Středočeský kraj
005525,2.0,10.0,Benešov,Středočeský kraj
401005,2.0,2.0,Benešov,Středočeský kraj
018899,2.0,17.0,Benešov,Středočeský kraj
400998,2.0,24.0,Benešov,Středočeský kraj
401111,2.0,0.0,Benešov,Středočeský kraj
076422,2.0,38.0,Benešov,Středočeský kraj
102920,2.0,23.0,Benešov,Středočeský kraj
401595,2.0,13.0,Benešov,Středočeský kraj
158461,2.0,90.0,Benešov,Středočeský kraj
059153,2.0,18.0,Benešov,Středočeský kraj
193119,2.0,17.0,Benešov,Středočeský kraj
060941,2.0,18.0,Benešov,Středočeský kraj
167631,2.0,137.0,Kladno,Středočeský kraj
402630,1.0,2.0,Mladá Boleslav,Středočeský kraj
172774,1.0,115.0,Mladá Boleslav,Středočeský kraj
145289,1.0,768.0,Mladá Boleslav,Středočeský kraj
192333,3.0,86.0,Benešov,Středočeský kraj
146188,3.0,59.0,Benešov,Středočeský kraj
009610,1.0,829.0,Kladno,Středočeský kraj
104183,2.0,402.0,Kladno,Středočeský kraj
032921,1.0,458.0,Kladno,Středočeský kraj
174491,1.0,5161.0,Kladno,Středočeský kraj
117412,2.0,140.0,Kladno,Středočeský kraj
116564,2.0,189.0,Beroun,Středočeský kraj
197564,2.0,351.0,Kladno,Středočeský kraj
